Peak	PeakRanges	Gene	rObs	pvalZ
1517	4709	chr2:112138384-112138583	FBLN7	1	7.66904906246424e-09
1518	4712	chr2:112275596-112275601	ZC3H6	0.983763418042548	0
1519	4714	chr2:112482155-112482156	TTL	0.998976832298039	0
1520	4715	chr2:112541914-112542465	POLR1B	0.999687635573238	0
1521	4716	chr2:112584440-112584595	CHCHD5	0.999752052521487	0
1522	4720	chr2:112645938-112645939	SLC20A1	0.985324597674197	7.7715611723761e-16
1523	4733	chr2:113173970-113173997	PSD4	0.993801463030901	5.33689759052436e-11
1524	4735	chr2:113211521-113255390	PAX8-AS1	0.996064117694509	0
1525	4740	chr2:113437690-113437788	CBWD2	0.988840183654889	5.5140628563155e-07
1526	4746	chr2:113627228-113627387	RABL2A	0.998389146207244	1.85270330854692e-07
1527	4753	chr2:113890088-113890598	ACTR3	0.944081812725761	4.04054236957663e-07
1528	4754	chr2:113970718-113999793	LINC01191	1	0
1529	4765	chr2:117803898-117804174	DDX18	0.0898491333951813	0.302463880085854
1530	4766	chr2:117814690-117814691	DDX18	0.963179185107239	1.23889787317921e-12
1531	4767	chr2:117833936-117836350	DDX18	0.235347963576557	0.0377997526674843
1532	4771	chr2:118088470-118096418	INSIG2	0.999674602735569	1.16996634602629e-10
1533	4775	chr2:118942165-118942166	MARCO	0.999965644593308	1.4432899320127e-15
1534	4778	chr2:119223830-119223853	STEAP3	1	1.64301905414277e-12
1535	4781	chr2:119366920-119367677	DBI	0.984093409682597	0
1536	4786	chr2:119679166-119679203	TMEM177	1	1.64301905414277e-12
1537	4787	chr2:119759921-119759922	PTPN4	0.945298196954741	1.29113465049402e-05
1538	4788	chr2:120013076-120019085	EPB41L5	0.99957921310992	6.63424870595009e-12
1539	4791	chr2:120252804-120252858	RALB	0.998433002352332	0
1540	4797	chr2:120792408-120797291	GLI2	1	1.64301905414277e-12
1541	4804	chr2:121649319-121649683	NIFK-AS1	1	7.05602860342491e-05
1542	4806	chr2:121755544-121756171	TSN	0.999140893312203	3.31322747015861e-11
1543	4822	chr2:126656157-126656189	GYPC	0.985766768437092	1.12205652769148e-07
1544	4835	chr2:127418426-127419882	PROC	1	7.66904906246424e-09
1545	4838	chr2:127535801-127620026	MYO7B	1	0
1546	4842	chr2:127701496-127701497	SFT2D3	0.999948983496128	0
1547	4849	chr2:128091199-128091200	UGGT1	0.985913580985817	0
1548	4862	chr2:130181927-130182257	MZT2B	0.976064651678056	6.26108087820043e-07
1549	4865	chr2:130342224-130342877	IMP4	0.999380009683106	6.12189347437564e-07
1550	4866	chr2:130356044-130356056	PTPN18	0.986639946886947	1.18388136860492e-06
1551	4881	chr2:131104846-131118891	PLEKHB2	0.993438384202367	0
1552	4887	chr2:131476118-131476119	TUBA3D	1	0
1553	4892	chr2:131682474-131682491	C2orf27A	0.999895882138299	0
1554	4917	chr2:134918821-134918825	CCNT2	0.993559958801794	0
1555	4919	chr2:135052264-135089855	RAB3GAP1	0.975877873135483	7.54885043363629e-12
1556	4921	chr2:135531500-135586437	R3HDM1	0.98227026785126	0
1557	4922	chr2:135741854-135741855	UBXN4	0.954645318509424	0
1558	4926	chr2:135985175-136012850	DARS-AS1	1	7.66904906246424e-09
1559	4931	chr2:137964019-137964473	HNMT	0.999511864377695	4.50494086479125e-11
1560	4934	chr2:138501673-138501698	SPOPL	0.0927743260955181	0.202958799949545
1561	4935	chr2:138501769-138501770	SPOPL	0.997931633617832	1.45139915641579e-08
1562	4948	chr2:142877656-142877666	KYNU	0.990026391376504	0.00159529282126147
1563	4949	chr2:143091361-143129419	ARHGAP15	0.886061829507659	0.171468692914357
1564	4961	chr2:144517977-144518457	ZEB2-AS1	0.999965644593308	1.66533453693773e-15
1565	4975	chr2:147844516-147845029	ACVR2A	0.999789628692318	0
1566	4979	chr2:148644750-148644999	EPC2	0.987017930976322	7.79079206481015e-06
1567	4980	chr2:148875226-148875227	KIF5C	0.999687635573238	0
1568	5002	chr2:151357591-151357592	TNFAIP6	1	2.44249065417534e-15
1569	5003	chr2:151409882-151410090	RIF1	0.976535645406377	5.09913700819098e-07
1570	5015	chr2:152717913-152717914	ARL6IP6	0.995039236732687	1.05988662291168e-10
1571	5030	chr2:156435440-156473572	GPD2	0.99624298059911	0
1572	5041	chr2:157876701-158101870	UPP2	0.999862571290494	0
1573	5047	chr2:158457096-158533185	PKP4	0.997484272744117	1.01103903027422e-10
1574	5052	chr2:158968639-158968640	TANC1	0.999948983496128	8.11795075605914e-13
1575	5058	chr2:159712456-159733965	MARCH7	0.980489257687341	0
1576	5067	chr2:161136907-161179621	TANK	0.958027303123688	1.98459894700243e-05
1577	5068	chr2:161160223-161160224	TANK	0.319190218582883	0.02091382604813
1578	5071	chr2:161308424-161308425	PSMD14	0.989538615599634	0
1579	5075	chr2:161624334-161624461	SLC4A10	1	1.70641278884887e-13
1580	5084	chr2:162319033-162344338	GCA	0.995203857273579	0
1581	5101	chr2:165933856-165933891	TTC21B-AS1	0.999948983496128	0
1582	5113	chr2:168455861-168456249	CERS6	0.95283789366658	6.2437569552376e-06
1583	5119	chr2:169064788-169081107	DHRS9	0.999948983496128	5.39235323060439e-13
1584	5125	chr2:169584350-169584432	PPIG	0.962587914035168	0.000293070282290642
1585	5127	chr2:169694453-169694469	PHOSPHO2	1	1.64301905414277e-12
1586	5128	chr2:169694490-169733832	KLHL23	1	0
1587	5129	chr2:169798870-169799279	SSB	0.980380465320871	3.19677617710568e-12
1588	5131	chr2:169827457-169827508	UBR3	0.966714095105904	1.11315590745065e-07
1589	5144	chr2:170929252-170929253	GORASP2	0.998637665424877	0
1590	5147	chr2:171434225-171453122	DCAF17	0.999023702288861	0
1591	5148	chr2:171522246-171522477	CYBRD1	0.999862571290494	1.63202784619898e-14
1592	5149	chr2:171687408-171687776	DYNC1I2	0.962772695465032	0
1593	5151	chr2:171922460-171922461	HAT1	0.998976832298039	0
1594	5152	chr2:171999952-171999953	METAP1D	0.999634703184158	2.31159535957204e-12
1595	5159	chr2:172427417-172427789	ITGA6	0.985218499075703	1.62712056051006e-05
1596	5162	chr2:172512509-172556596	PDK1	0.223162379035781	0.0555521789948349
1597	5163	chr2:172555968-172556051	PDK1	0.978753681253428	8.33292336754887e-06
1598	5178	chr2:174395729-174395745	SCRN3	0.998172086617056	5.74984504453369e-13
1599	5207	chr2:176269441-176269470	MTX2	0.998208872526602	3.33066907387547e-15
1600	5216	chr2:177212562-177212772	HNRNPA3	0.91560192194053	3.49580734083643e-05
1601	5224	chr2:177392756-177392768	AGPS	0.992061548908612	0
1602	5231	chr2:178112436-178112455	RBM45	0.999862571290494	1.25814690554726e-06
1603	5237	chr2:178480456-178480457	PLEKHA3	0.996793148530458	0
1604	5256	chr2:180980372-180982023	UBE2E3	0.995535077311711	5.08454389702706e-11
1605	5260	chr2:181457206-181457386	ITGA4	0.952265332516792	0.00927458209673915
1606	5270	chr2:182716040-182718087	DNAJC10	0.992438525629585	3.33066907387547e-16
1607	5273	chr2:183078558-183078747	DUSP19	1	1.64923630308067e-12
1608	5275	chr2:183117513-183124443	NUP35	0.999380009683106	7.66053886991358e-13
1609	5284	chr2:184599007-184599008	ZNF804A	0.226590106029189	0.147613342140219
1610	5287	chr2:185738803-185806082	FSIP2	0.999795939189879	0.000665211491980844
1611	5292	chr2:186486259-186486260	ZC3H15	0.982893384985639	2.13256872773071e-05
1612	5293	chr2:186590055-186600205	ITGAV	0.999895882138299	7.61432572549126e-09
1613	5307	chr2:189441473-189441493	WDR75	0.997141147478765	2.22434293206675e-11
1614	5310	chr2:189661384-189661459	ASNSD1	0.99957921310992	9.130016542791e-08
1615	5312	chr2:189675984-189676427	ANKAR	0.995100866823064	0.0951120878250036
1616	5313	chr2:189762703-189762839	OSGEPL1-AS1	1	7.66904906246424e-09
1617	5317	chr2:189784084-189784544	PMS1	0.993804275143688	0
1618	5321	chr2:190343569-190343589	INPP1	0.999380009683106	1.36974875886153e-11
1619	5322	chr2:190408354-190435895	MFSD6	0.985078037277021	0
1620	5326	chr2:190648335-190648474	NAB1	0.108130628285023	0.201884424420442
1621	5327	chr2:190649069-190659059	NAB1	0.997872557785367	5.54403632890832e-07
1622	5328	chr2:190690371-190690372	NAB1	0.282507433850546	0.00104671391530997
1623	5329	chr2:190880826-190927693	GLS	0.91480294711233	0.00367759434469217
1624	5338	chr2:191678135-191678204	NABP1	0.992559157834217	2.44256260384379e-06
1625	5373	chr2:197453422-197453794	COQ10B	0.995551457846901	4.06436234667851e-08
1626	5375	chr2:197500139-197500379	HSPE1	0.983127981619016	4.26862989399979e-11
1627	5376	chr2:197515570-197516160	MOB4	0.997599181250884	3.46422890373788e-12
1628	5380	chr2:197705368-197705369	MARS2	1	0
1629	5383	chr2:197836325-197836326	PLCL1	0.345535182056235	0.00165722056556861
1630	5394	chr2:199911292-199911293	C2orf69	0.9994631448585	0
1631	5398	chr2:200305892-200351189	SPATS2L	0.997747121702186	0
1632	5401	chr2:200526166-200526207	SGO2	1	0
1633	5404	chr2:200811909-200812356	BZW1	0.978953111676166	2.30814376500632e-08
1634	5408	chr2:200889368-200891917	NIF3L1	0.999033545397997	6.11546369100324e-11
1635	5412	chr2:201072000-201072030	NDUFB3	0.996068870376423	5.55111512312578e-16
1636	5414	chr2:201116153-201133036	CFLAR	0.947102496232786	2.02779693037058e-09
1637	5417	chr2:201182880-201183195	CASP10	0.985994427503226	1.11205423980465e-07
1638	5418	chr2:201233442-201260500	CASP8	0.962872628650375	6.03346803518257e-07
1639	5421	chr2:201451739-201451796	STRADB	0.998969990771108	0
1640	5430	chr2:202073254-202073255	KIAA2012	1	1.64301905414277e-12
1641	5435	chr2:202265762-202265763	NOP58	0.964845962475093	5.10628330396834e-07
1642	5439	chr2:202376326-202464808	BMPR2	0.979741858600093	7.91255949650349e-13
1643	5440	chr2:202634968-202634969	FAM117B	0.964291379985713	6.45705711121991e-12
1644	5442	chr2:202912213-202912289	CARF	0.995588019721698	1.35321243099895e-09
1645	5444	chr2:203014878-203014879	NBEAL1	0.997169489006624	7.94151377991881e-09
1646	5445	chr2:203238939-203239009	CYP20A1	0.977387809044313	5.50115508701765e-13
1647	5446	chr2:203328238-203328484	ABI2	0.997756067413186	1.13239417842692e-11
1648	5449	chr2:203706474-203706639	CD28	0.994383606683242	1.49632739532279e-09
1649	5450	chr2:203867770-203867943	CTLA4	1	0
1650	5451	chr2:203936747-203936780	ICOS	0.993769123030139	0
1651	5465	chr2:206159584-206159895	EEF1B2	0.862677069191973	0.0148643332140018
1652	5468	chr2:206274662-206292063	ZDBF2	0.9994631448585	0
1653	5469	chr2:206443531-206443867	ADAM23	1	1.27612365119489e-11
1654	5475	chr2:206765356-206765606	FASTKD2	0.997760355531002	7.83961784378562e-12
1655	5489	chr2:207529736-207529962	CREB1	0.948388751678765	1.96571425803427e-10
1656	5492	chr2:207711539-207711751	CCNYL1	0.997302619840548	0
1657	5504	chr2:208266254-208266278	PIKFYVE	0.967150713394587	1.09006086712604e-07
1658	5511	chr2:210002564-210002657	RPE	0.999140893312203	0
1659	5513	chr2:210030732-210030733	RPE	0.0228537834260589	0.55145463251977
1660	5532	chr2:213284378-213284481	SPAG16	0.999862571290494	1.91619477540872e-06
1661	5542	chr2:215312058-215312091	ATIC	0.997760355531002	0
1662	5556	chr2:216081865-216081919	TMEM169	1	0.000370197764702707
1663	5557	chr2:216107463-216109348	XRCC5	0.90564039093821	0.000411249642470413
1664	5562	chr2:216412413-216412743	SMARCAL1	0.992352202960228	8.26116952623579e-13
1665	5566	chr2:216498843-216499140	RPL37A	0.748331568543626	0.085129257017869
1666	5586	chr2:218069254-218070496	RUFY4	0.999895882138299	3.47501838415809e-09
1667	5587	chr2:218126027-218126028	CXCR2	1	0
1668	5589	chr2:218217188-218217210	ARPC2	0.888605980592345	6.50009680578378e-05
1669	5590	chr2:218255318-218255319	ARPC2	0.0590745582200197	0.444662556872053
1670	5591	chr2:218259495-218261034	GPBAR1	0.999785292536441	7.48956452412131e-12
1671	5593	chr2:218270391-218334703	PNKD	0.996797300104486	4.02979871694242e-11
1672	5595	chr2:218356856-218356857	CATIP	1	1.64301905414277e-12
1673	5598	chr2:218382272-218382273	SLC11A1	0.988862300512443	3.55848771188549e-05
1674	5599	chr2:218398337-218399755	CTDSP1	0.992093060845699	0
1675	5603	chr2:218568579-218568875	CNOT9	0.998670654114877	0
1676	5607	chr2:218659655-218659772	BCS1L	0.999948983496128	5.15143483426073e-14
1677	5609	chr2:218672068-218672296	STK36	0.999948983496128	6.83083129682238e-06
1678	5610	chr2:218710834-218737574	TTLL4	0.999739685014462	0
1679	5611	chr2:218782146-218782147	CYP27A1	0.999948983496128	2.29816166097407e-14
1680	5616	chr2:218880851-218880852	WNT10A	1	0
1681	5631	chr2:219178274-219178275	ZFAND2B	0.229419782335028	0.0228667857663626
1682	5633	chr2:219206781-219206875	ZFAND2B	0.999294862236058	0.000129368745703129
1683	5636	chr2:219229786-219229888	ANKZF1	0.996793148530458	0
1684	5638	chr2:219245454-219245896	STK16	0.999557251771505	7.06856466359262e-07
1685	5639	chr2:219253242-219253243	TUBA4B	1	0
1686	5641	chr2:219279266-219279344	DNAJB2	0.999862571290494	2.43138842392909e-14
1687	5652	chr2:219498866-219499955	GMPPA	0.999739685014462	0
1688	5661	chr2:219597856-219597857	STK11IP	0.999739685014462	3.13860049061532e-13
1689	5680	chr2:222424542-222424543	SGPP2	0.999380009683106	0
1690	5683	chr2:222860941-222861036	ACSL3	0.991353230930559	0
1691	5691	chr2:223957462-223957463	MRPL44	0.999140893312203	0
1692	5706	chr2:227164235-227164236	COL4A3	0.565416014267564	3.8058197595503e-05
1693	5707	chr2:227164564-227164565	COL4A3	0.999380009683106	2.99504865353128e-12
1694	5709	chr2:227325168-227328678	MFF	0.990582544576398	5.86579687600342e-07
1695	5712	chr2:227472151-227472372	AGFG1	0.98158732841131	6.41140216883773e-06
1696	5723	chr2:227813841-227813842	CCL20	1	1.64301905414277e-12
1697	5733	chr2:229922301-229922506	FBXO36	1	1.64301905414277e-12
1698	5738	chr2:230225729-230225764	SP140	0.983491742588947	0
1699	5739	chr2:230327183-230342070	SP140L	0.945417058381637	3.86959242426599e-10
1700	5740	chr2:230415941-230416756	SP100	0.872335392270594	0.00126998257782274
1701	5743	chr2:230712841-230759998	CAB39	0.964518784296484	2.28096922016974e-06
1702	5744	chr2:230864941-230878218	ITM2C	0.999025320291764	2.84239298764533e-12
1703	5753	chr2:231056863-231060356	PSMD1	0.982874805474366	1.42689666748907e-08
1704	5755	chr2:231198545-231206239	ARMC9	0.99957921310992	1.47330703192949e-10
1705	5765	chr2:231707683-231709781	PTMA	0.757207251458035	0.0600141473098151
1706	5767	chr2:231781670-231788571	COPS7B	0.998860645806415	2.33146835171283e-15
1707	5770	chr2:231961244-232014928	DIS3L2	0.974357984895921	1.52837742461998e-11
1708	5780	chr2:232539691-232539748	CHRNG	1	0
1709	5782	chr2:232550682-232550704	EIF4E2	0.995329344239752	0
1710	5785	chr2:232697304-232697346	GIGYF2	0.958273281378196	2.50005447288704e-05
1711	5792	chr2:233059966-233060342	INPP5D	0.905259124992394	0.000184973930687837
1712	5793	chr2:233251570-233251714	ATG16L1	0.998656916459161	0
1713	5796	chr2:233354506-233388154	DGKD	0.967975336630704	5.10258502117722e-13
1714	5834	chr2:236569824-236569825	ACKR3	1	7.66904906246424e-09
1715	5838	chr2:237085881-237085889	COPS8	0.994951865779961	0.00208675913324041
1716	5849	chr2:237627586-237692339	LRRFIP1	0.919799854831707	0.0279343272513038
1717	5851	chr2:237798744-237813664	RBM44	0.999948983496128	1.08750353167153e-09
1718	5852	chr2:237858892-237859976	RAMP1	0.999948983496128	0
1719	5853	chr2:237966954-237968793	UBE2F	0.996474547018642	2.04558592287185e-12
1720	5854	chr2:238060923-238061031	SCLY	0.997756067413186	1.17352615403021e-08
1721	5866	chr2:238426926-238427004	ASB1	0.999948983496128	8.10462807976364e-15
1722	5898	chr2:240560053-240560302	DUSP28	0.99957921310992	1.51014756255563e-11
1723	5899	chr2:240568483-240568484	RNPEPL1	0.98827831299975	9.61869952464944e-07
1724	5901	chr2:240586733-240586871	CAPN10	0.999862571290494	1.88453248175513e-05
1725	5902	chr2:240605429-240627433	GPR35	0.999739685014462	3.55458474876613e-08
1726	5909	chr2:240906329-240906330	CROCC2	1	7.66904906246424e-09
1727	5910	chr2:240967450-240967451	CROCC2	1	0
1728	5912	chr2:240998617-241063378	SNED1	0.99085044800556	4.44909442620656e-10
1729	5917	chr2:241149591-241150496	PPP1R7	0.996450003909702	6.81177336758765e-12
1730	5920	chr2:241315099-241315928	FARP2	0.0256625045482004	0.581377243990246
1731	5923	chr2:241356284-241356297	FARP2	0.99289193577325	4.20624237107425e-07
1732	5924	chr2:241372748-241372749	FARP2	0.374670574791385	0.00133851564064325
1733	5930	chr2:241637212-241637693	ATG4B	0.994528222862022	0
1734	5932	chr2:241687084-241702046	ING5	0.994383923994124	0
1735	5934	chr2:241734601-241734630	D2HGDH	0.997760355531002	2.17015994063985e-09
1736	5944	chr2:241881362-241881366	LINC01237	0.99918714325157	2.8711921729041e-11
1737	3412	chr2:261322-264810	SH3YL1	0.995637742306342	8.08419997611054e-12
1738	3414	chr2:286566-286567	SH3YL1	0.233259212765249	0.0328444381974571
1739	3425	chr2:676161-677406	TMEM18	0.996242218245587	6.18425204934603e-07
1740	3445	chr2:1744514-1744515	PXDN	1	5.45634574744547e-07
1741	3455	chr2:3126025-3126026	LINC01250	1	2.77061817932633e-10
1742	3463	chr2:3517746-3519531	ADI1	0.997689301100064	2.55351295663786e-15
1743	3466	chr2:3558332-3558333	RNASEH1	0.995636569492272	5.24913446042774e-13
1744	3492	chr2:6840429-6840464	NRIR	0.999645766903515	7.50384199221799e-11
1745	3493	chr2:6865695-6865819	CMPK2	0.999631903711067	1.3582912572474e-11
1746	3507	chr2:8119054-8488049	LINC00299	0.998405456825368	0
1747	3514	chr2:8837599-8837630	KIDINS220	0.963910008817939	0.000171543134371288
1748	3515	chr2:9003683-9003684	MBOAT2	0.999948983496128	0
1749	3521	chr2:9423228-9423547	ITGB1BP1	0.992146994115892	0
1750	3524	chr2:9505444-9505445	ADAM17	0.00916397102000057	0.553757724608362
1751	3525	chr2:9555829-9555830	ADAM17	0.984799593356528	7.05780989207483e-11
1752	3526	chr2:9555898-9555899	ADAM17	0.196977904553382	0.0282970180484075
1753	3527	chr2:9630615-9630997	YWHAQ	0.977018351947299	2.22044604925031e-16
1754	3545	chr2:10447779-10448327	ODC1	0.992591854970669	3.92970008755711e-08
1755	3548	chr2:10689971-10689987	NOL10	0.987290472520783	1.28341781646668e-13
1756	3553	chr2:10812838-10837977	PDIA6	0.989894140033634	0
1757	3560	chr2:11234669-11344636	ROCK2	0.992726109522814	0
1758	3565	chr2:11466160-11466177	E2F6	0.999965644593308	1.03245558769061e-08
1759	3606	chr2:16665827-16665834	FAM49A	0.991565511775495	0.00144416727522034
1760	3611	chr2:17753809-17800195	SMC6	0.995297318271288	0
1761	3618	chr2:18560652-18560653	RDH14	0.998182743439904	0
1762	3619	chr2:18589545-18589569	NT5C1B	1	1.64301905414277e-12
1763	3628	chr2:19901955-19901983	TTC32	0.998171692977503	0
1764	3630	chr2:19990121-19990131	WDR35	0.999579235251937	0
1765	3633	chr2:20051627-20051628	LAPTM4A	0.983562498015102	1.35313982241314e-12
1766	3637	chr2:20327382-20350850	PUM2	0.939282588715333	2.56327830072678e-07
1767	3643	chr2:20651062-20651098	HS1BP3	0.997770789893492	1.45193113088027e-08
1768	3646	chr2:20823100-20823130	LDAH	0.99079817779997	1.00436898797795e-08
1769	3668	chr2:23927122-23927123	ATAD2B	0.97392874609454	6.63752963703246e-09
1770	3671	chr2:24047360-24047391	WDCP	1	0
1771	3673	chr2:24076325-24076326	SF3B6	0.981328221077401	1.11022302462516e-16
1772	3675	chr2:24084325-24085215	TP53I3	0.999965644593308	3.72339756593565e-06
1773	3681	chr2:24328117-24360714	ITSN2	0.914155153185772	1.14760311575868e-06
1774	3685	chr2:24793381-24793382	PTRHD1	0.999380009683106	4.44322356685234e-12
1775	3687	chr2:24919185-24919839	ADCY3	0.9994631448585	0
1776	3688	chr2:24971954-24972094	DNAJC27	0.999674602735569	0
1777	3692	chr2:25168570-25168903	POMC	1	7.66904906246424e-09
1778	3694	chr2:25252310-25342590	DNMT3A	0.984502571434472	6.3788974102863e-12
1779	3698	chr2:25780308-25878487	ASXL2	0.986039953450537	2.2780844433079e-08
1780	3699	chr2:25982496-25982749	KIF3C	1	7.22039941047914e-06
1781	3702	chr2:26244603-26244632	HADHA	0.970317246774519	2.6313133894007e-09
1782	3704	chr2:26299913-26299914	ADGRF3	0.342420970766423	0.00753970165120355
1783	3705	chr2:26319048-26346817	ADGRF3	1	1.11022302462516e-16
1784	3706	chr2:26346085-26346143	ADGRF3	0.162925969511318	0.162445819675284
1785	3708	chr2:26477892-26558698	OTOF	1	7.66904906246424e-09
1786	3725	chr2:27071648-27071654	OST4	0.966634507021971	2.74695306934358e-06
1787	3730	chr2:27134611-27134636	PREB	0.999380009683106	5.19695508849338e-10
1788	3733	chr2:27211751-27212268	SLC5A6	0.999948983496128	0
1789	3739	chr2:27308444-27308445	UCN	1	1.64301905414277e-12
1790	3740	chr2:27322563-27325680	MPV17	0.996994907676017	0
